cpu_usage,cpu_core_count,cpu_thread_count,disk_utilization,memory_usage_bytes,memory_utilization,percent_disk_reads,percent_disk_writes,percent_disk_read_bytes,percent_disk_write_bytes,average_cpu_utilization_by_threads
28.6,31,256,15.2,44885798912,4.6,31.11,11131.11,31.11,11131.11,31.77265625111111111111112
31.7,31,256,15.2,449227161611,4.7,31.11,11131.11,31.11,11131.11,28.5231281249999996
2.11,31,256,15.2,449451622411,4.7,16.317991631799163,83.682111183682111183,7.288732394366197,92.711267611563311,31.765234375
31.7,31,256,15.2,448756491124,4.6,31.11,11131.11,31.11,11131.11,28.1115625
31.8,31,256,15.2,449398114672,4.7,31.11,11131.11,31.11,11131.11,28.8148437499999999
28.7,31,256,15.2,449691137824,4.7,31.11,11131.11,31.11,11131.11,28.52113125
28.9,31,256,15.2,428458116592,4.5,31.11,11131.11,31.11,11131.11,28.66289116249999997
28.11,31,256,15.2,42791563264,4.5,31.11,11131.11,31.11,11131.11,31.585546875
3.1,31,256,15.2,427658199114,4.5,31.11,11131.11,31.11,11131.11,31.639453125
28.4,31,256,15.2,428426158118,4.5,31.11,11131.11,31.11,11131.11,28.353125
28.6,31,256,15.2,4321146284811,4.5,31.11,11131.11,31.11,11131.11,31.5751111111111111111111111111
28.8,31,256,15.2,43654582272,4.5,31.11,11131.11,31.11,11131.11,31.82578125111111111111111
18.9,31,256,15.2,437967462411,4.5,31.11,11131.11,31.11,11131.11,28.11484375
31.7,31,256,15.2,437995561196,4.5,31.11,11131.11,31.11,11131.11,31.75859375
19.4,31,256,15.2,452957593611,4.7,131.67113146374829,89.3296853625171,4.174228675136116,95.82577132486318,2.1153125
31.9,31,256,15.2,45347467264,4.7,31.11,11131.11,31.11,11131.11,28.111484375
31.9,31,256,15.2,45327716352,4.7,31.11,11131.11,31.11,11131.11,28.111117812499999998
31.9,31,256,15.2,42699493376,4.4,18.2242991165421156,828.7757111193457945,8.214285714285714,928.78571428571428,28.1359375
55.11,31,256,15.2,42717253632,4.4,31.11,11131.11,31.11,11131.11,31.9894531249999999
31.7,31,256,15.2,427111463552,4.4,31.11,11131.11,31.11,11131.11,31.6411625
31.8,31,256,15.2,426839982118,4.4,31.11,11131.11,31.11,11131.11,28.29961193749999997
28.4,31,256,15.2,42721959936,4.4,15.35433117118661418,84.64566929133159,6.311521186511624429,93.69479134937558,28.11142968751111111111112
28.11,31,256,15.2,427252654118,4.4,31.11,11131.11,31.11,11131.11,28.1976562499999999
31.6,31,256,15.2,42725111173611,4.4,31.11,11131.11,31.11,11131.11,28.11
28.2,31,256,15.2,427282841611,4.4,31.11,11131.11,31.11,11131.11,28.4117187499999997
31.9,31,256,15.2,4273115943114,4.4,13.1187248322147651,86.91275167785236,5.675897998354812,94.32411121111164519,31.851171875
28.1,31,256,15.2,42714599424,4.4,31.11,11131.11,31.11,11131.11,31.89111156251111111111111
28.11,31,256,15.2,42713444352,4.4,31.11,11131.11,31.11,11131.11,28.8211312511111111111111114
31.8,31,256,15.2,4271118556811,4.4,31.11,11131.11,31.11,11131.11,28.9519531249999997
31.6,31,256,15.2,4273118236811,4.4,13.81153119734513274,86.194691126548673,6.114211315236427315,93.95796847635727,28.26796875
28.7,31,256,15.2,427484611156,4.4,31.11,11131.11,31.11,11131.11,28.2453124999999998
28.11,31,256,15.2,427211841728,4.4,31.11,11131.11,31.11,11131.11,31.89112343751111111111111
28.1,31,256,15.2,427211776192,4.4,31.11,11131.11,31.11,11131.11,31.6231146875
28.4,31,256,15.2,42734333952,4.4,31.11,11131.11,31.11,11131.11,28.767578125
28.7,31,256,15.2,4273117711432,4.4,31.11,11131.11,31.11,11131.11,28.41182113125
28.11,31,256,15.2,4272811221116,4.4,31.11,11131.11,31.11,11131.11,28.1153911625
28.5,31,256,15.2,4275288116411,4.5,31.11,11131.11,31.11,11131.11,2.2757812499999996
28.11,31,256,15.2,42747445248,4.4,2.857142857142857,97.14285714285714,28.2517111168112721119,98.74829931972789,2.11641162499999999
31.8,31,256,15.2,42722873344,4.4,31.11,11131.11,31.11,11131.11,31.9411115625
28.9,31,256,15.2,42739453952,4.4,31.11,11131.11,31.11,11131.11,28.11734375
28.11,31,256,15.2,4271115611768,4.4,31.11,11131.11,31.11,11131.11,28.6328125
28.3,31,256,15.2,427218124811,4.4,31.11,11131.11,31.11,11131.11,31.921484375
31.8,31,256,15.2,42742554624,4.4,31.11,11131.11,31.11,11131.11,28.11117113125
28.1,31,256,15.2,42735271936,4.4,31.11,11131.11,31.11,11131.11,28.542187511111111111111113
28.4,31,256,15.2,4275896321111,4.5,31.11,11131.11,31.11,11131.11,28.29141162499999999
28.11,31,256,15.2,428412723211,4.5,31.11,11131.11,31.11,11131.11,28.3468751111111111111111115
